ticker,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda
MSEX,2022-09-30,USD,1064669000,41472000,2908000,2908000,5792000,29103000,109000000,914945000,None,None,None,None,None,None,None,3669000,105000,556030000,92967000,25873000,1477000,7567000,48067000,460272000,3871000,307412000,7567000,301238000,307412000,2791000,1004000,400159000,None,165652000,232423000,17638000,17380000,580000,None,1050000,3102000,6734000,26596000,3452000,85000,14291000,-26596000,7804000,13000000,None,0,0,5144000,5114000,30000,3025000,376000,None,3025000,None,None,None,14291000,38739000,45541000,6802000,1771000,16575000,5031000,None,31157000,None,-2355000,None,2355000,47696000,1412000,5814000,6734000,16259000,1968000,2355000,14291000,14291000,18614000,25348000
MSEX,2022-06-30,USD,1038018000,39020000,4320000,4320000,5707000,24918000,106276000,894244000,None,None,None,None,None,None,None,4075000,92000,545411000,78829000,24249000,1495000,7814000,35314000,463480000,4036000,311272000,7814000,305411000,311272000,3102000,1082000,387652000,None,156531000,229037000,17604000,12886000,2207000,None,4214000,2730000,6576000,22712000,1149000,338000,8868000,-22712000,10852000,12500000,None,0,0,5127000,5097000,30000,4133000,1037000,None,4133000,None,None,None,8868000,31585000,37477000,5892000,1524000,10088000,4368000,None,29595000,None,-2369000,None,2369000,39646000,1396000,5670000,6576000,9663000,795000,2369000,8868000,8868000,12032000,18608000
MSEX,2022-03-31,USD,1009584000,32865000,3294000,3294000,5369000,21628000,104589000,873682000,None,None,None,None,None,None,None,2574000,67000,525474000,59669000,18059000,1320000,6710000,21710000,463214000,4200000,311168000,6710000,306518000,311168000,2591000,1081000,379966000,None,152790000,225092000,17551000,13975000,2038000,None,1663000,-2313000,6825000,16631000,-1831000,11000,12100000,-13509000,-705000,2000000,None,0,0,5117000,5087000,30000,2906000,1250000,None,2906000,None,None,None,12100000,34038000,39740000,5702000,1558000,12523000,4144000,None,28905000,None,-1850000,None,1850000,36158000,1379000,5622000,6825000,12429000,329000,1850000,12100000,12100000,14279000,21104000
MSEX,2021-12-31,USD,1020015000,34355000,3533000,3533000,5358000,22584000,105324000,881299000,None,None,None,None,None,None,None,15511000,83000,534789000,56619000,21125000,1330000,17367000,13000000,465723000,4367000,311146000,6731000,306520000,324146000,3826000,1086000,369810000,None,145807000,221919000,17522000,14390000,1455000,None,-3322000,-2415000,9546000,18133000,-1717000,202000,7237000,-18133000,1994000,-37000000,None,0,0,5109000,5079000,30000,2952000,65000000,None,2952000,None,6339000,None,7237000,5403000,31982000,26579000,22885000,6339000,3694000,None,27686000,None,-2204000,None,2204000,33986000,997000,5586000,9546000,5407000,-1830000,2204000,6339000,6339000,7611000,17157000
MSEX,2021-09-30,USD,1029592000,40567000,5282000,5282000,5156000,26102000,123815000,865947000,None,None,None,None,None,None,None,4027000,170000,553582000,92494000,17340000,1394000,6806000,56806000,445275000,4535000,270182000,6806000,266483000,270182000,3072000,1181000,364424000,None,143678000,218662000,17493000,4059000,3116000,None,-5869000,3800000,4353000,14745000,3748000,495000,11476000,-14745000,9781000,18500000,None,0,0,4797000,4767000,30000,289000,20000000,None,289000,None,2235000,None,11476000,32212000,37938000,5726000,1730000,11424000,3996000,None,28450000,None,-2101000,None,2101000,39839000,744000,5504000,4353000,10411000,-1065000,2101000,11476000,11476000,12512000,16865000
MSEX,2021-06-30,USD,1014975000,37242000,6026000,6026000,4661000,22097000,123319000,851710000,None,None,None,None,None,None,None,4458000,74000,554077000,80745000,23100000,1404000,7170000,38670000,453226000,4703000,276505000,7170000,272504000,276505000,3183000,1157000,357182000,None,136998000,218100000,17490000,5137000,2249000,None,-2566000,2411000,6604000,24467000,571000,-532000,10923000,-24467000,21308000,18500000,None,0,0,4795000,4765000,30000,274000,908000,None,274000,None,-8357000,None,10923000,29202000,34596000,5394000,1653000,9814000,3741000,None,26887000,None,-2070000,None,2070000,36666000,790000,5187000,6604000,9302000,-1621000,2070000,10923000,10923000,11372000,17976000
MSEX,2021-03-31,USD,986210000,31380000,4046000,4046000,5193000,19919000,122470000,831467000,None,None,None,None,None,None,None,2222000,73000,544054000,65801000,24414000,1237000,7159000,20159000,455700000,4872000,276605000,7159000,272664000,276605000,3656000,1163000,350932000,None,130872000,217976000,17478000,9442000,1726000,None,-1874000,-2470000,6296000,22033000,-1860000,81000,6907000,-22033000,6396000,11000000,None,0,0,4792000,4762000,30000,322000,687000,None,322000,None,-6195000,None,6907000,25309000,30766000,5457000,1738000,5634000,3719000,None,26907000,None,-1738000,None,1738000,32504000,775000,4832000,6296000,5934000,-973000,1738000,6907000,6907000,7672000,13968000
MSEX,2020-12-31,USD,976470000,34123000,4491000,4491000,5112000,21634000,129350000,813014000,None,None,None,None,None,None,None,2886000,84000,529946000,56848000,30443000,1255000,7042000,2000000,459340000,5042000,277241000,7255000,273244000,279241000,3620000,1135000,348292000,None,128757000,217451000,17473000,16065000,1810000,None,2668000,-1024000,5243000,34834000,-998000,350000,8331000,-34834000,986000,-34500000,None,0,0,4790000,4760000,30000,309000,39997000,None,309000,None,8331000,None,8307000,8746000,32617000,23871000,20285000,8331000,3586000,None,26295000,None,-1972000,None,1972000,34589000,-801000,4674000,5243000,6704000,-1603000,1972000,8331000,8331000,8676000,13919000
MSEX,2020-09-30,USD,959834000,37867000,5346000,5346000,4762000,24390000,141774000,782276000,None,None,None,None,None,None,None,3369000,1367000,526569000,85354000,24860000,1311000,7239000,43739000,422494000,5214000,238326000,7239000,234489000,238326000,2865000,2432000,344190000,None,125240000,216866000,17469000,16508000,2080000,None,2832000,1963000,5291000,25367000,2948000,-512000,12737000,-25368000,-5085000,-1000000,None,0,0,4506000,4476000,30000,313000,598000,None,313000,None,-7909000,None,12737000,32096000,37980000,5884000,1811000,13177000,4073000,None,26743000,None,-1906000,None,1906000,39886000,444000,4721000,5291000,12668000,-69000,1906000,12737000,12737000,14574000,19865000
MSEX,2020-06-30,USD,950870000,43989000,13196000,13196000,5274000,21558000,147411000,762373000,None,None,None,None,None,None,None,3961000,1408000,529022000,84294000,22803000,1329000,7340000,44840000,426169000,5329000,241830000,7340000,237939000,241830000,3124000,2480000,335457000,None,117008000,216365000,17464000,4644000,732000,None,-752000,4217000,5196000,20270000,1796000,-2000,9713000,-20270000,4457000,4000000,None,0,0,4504000,4474000,30000,295000,4323000,None,295000,None,-5928000,None,9713000,27938000,33295000,5357000,1714000,9385000,3643000,None,25892000,None,-1946000,None,1946000,35241000,334000,4629000,5196000,8568000,-1145000,1946000,9713000,9713000,10514000,15710000
MSEX,2020-03-31,USD,935316000,40010000,15419000,15419000,5276000,17525000,156154000,742701000,None,None,None,None,None,None,None,1790000,1837000,523570000,80539000,24116000,1210000,7171000,40671000,423793000,5558000,238466000,7171000,234789000,238466000,2515000,2500000,329484000,None,111800000,215600000,17439000,16138000,3022000,None,3621000,-2036000,5108000,25147000,-1085000,-169000,7668000,-25147000,15811000,13500000,None,0,0,4498000,4468000,30000,313000,5398000,None,313000,None,6802000,None,7668000,24799000,30064000,5265000,1663000,6527000,3602000,None,25242000,None,-1669000,1669000,1669000,31733000,385000,4448000,5108000,6366000,-1302000,1669000,7668000,7668000,8035000,13143000
MSEX,2019-12-31,USD,909878000,29133000,2230000,2230000,5445000,19091000,162591000,722044000,None,None,None,None,None,None,None,2367000,1899000,503127000,64981000,23306000,1211000,25732000,20000000,421191000,5732000,234397000,7178000,230777000,254397000,3620000,2546000,325876000,None,108667000,215125000,17434000,12705000,1009000,None,-609000,-2468000,4374000,27905000,-1499000,286000,7559000,-27905000,4621000,-38500000,None,0,0,4302000,4272000,30000,44335000,-3479000,None,44335000,None,7559000,None,8071000,8573000,30422000,21849000,18380000,7559000,3469000,None,25181000,None,-2280000,2280000,2280000,32702000,-512000,4301000,4374000,5883000,-2188000,2280000,7559000,7559000,8163000,12536000
MSEX,2019-09-30,USD,887353000,34711000,3151000,3151000,5159000,22824000,162334000,694189000,None,None,None,None,None,None,None,3577000,1954000,535374000,103475000,20178000,1048000,7161000,65661000,410202000,5908000,231820000,7161000,228272000,231820000,3657000,2567000,277879000,None,105233000,170562000,16670000,11728000,2528000,None,3548000,1082000,4403000,25522000,1651000,-216000,11119000,-25522000,66712000,-900000,None,0,0,4017000,3987000,30000,5368000,69229000,None,5368000,None,52918000,None,11119000,30172000,35739000,5567000,1696000,11983000,3871000,None,25786000,None,-1996000,1996000,1996000,37735000,-4000,4246000,4403000,10854000,-265000,1996000,11119000,11119000,12850000,17253000
MSEX,2019-06-30,USD,807571000,32283000,2990000,2990000,5375000,20001000,108606000,670889000,None,None,None,None,None,None,None,3917000,1983000,471556000,102532000,18056000,1047000,7353000,66753000,347543000,6084000,173634000,7353000,163574000,173634000,3007000,2612000,265717000,None,98146000,165138000,16554000,3956000,1104000,None,-3134000,3401000,4265000,23374000,1774000,-104000,8146000,-23374000,16790000,9900000,None,0,0,3999000,3963000,36000,4522000,6318000,None,4522000,None,-2628000,None,8146000,26422000,31570000,5148000,1609000,8950000,3539000,None,24443000,None,-1788000,1788000,1788000,33358000,-80000,4123000,4265000,7725000,-421000,1788000,8146000,8146000,9513000,13778000
MSEX,2019-03-31,USD,782973000,29650000,4986000,4986000,5479000,16922000,109155000,57066000,None,None,None,None,None,None,None,2263000,2010000,464218000,93246000,13976000,1025000,7336000,56836000,343890000,6260000,168466000,7336000,158422000,168466000,3356000,2530000,256575000,None,94000000,160142000,16451000,7664000,2297000,None,-2789000,-1970000,4190000,12324000,-1780000,68000,6552000,-12324000,5787000,1000000,None,0,0,3979000,3943000,36000,2559000,6899000,None,2559000,None,1127000,None,6552000,24328000,29463000,5135000,1631000,7028000,3504000,None,23670000,None,-1200000,1200000,1200000,30663000,-57000,4046000,4190000,6286000,-266000,1200000,6552000,6552000,7486000,11676000
MSEX,2018-12-31,USD,767830000,30815000,3705000,3905000,5411000,19055000,103285000,628476000,None,None,None,None,None,None,200000,2644000,2093000,446429000,94363000,19325000,1036000,55843000,48500000,335196000,None,162904000,7343000,152851000,211404000,2640000,2730000,251220000,None,91433000,157354000,16403000,13001000,1023000,None,-745000,-2731000,4037000,22576000,-1782000,-222000,7153000,-22576000,9701000,0,None,0,0,3973000,3937000,36000,286000,12811000,None,286000,None,126000,None,6993000,11102000,31402000,20300000,16682000,7153000,3618000,None,26115000,None,-1829000,None,1829000,33231000,353000,3900000,4037000,6234000,-759000,1829000,7153000,7153000,8063000,12100000
MSEX,2018-09-30,USD,752798000,35372000,3579000,3579000,5633000,22641000,103183000,608755000,None,None,None,None,None,None,None,3519000,94000,437543000,94410000,19535000,None,7327000,55827000,325669000,None,151104000,7327000,141083000,151104000,2646000,1199000,247587000,None,88413000,156741000,16398000,13640000,2379000,None,3581000,3113000,3950000,21141000,2533000,807000,12290000,-21141000,7206000,9500000,None,0,0,3704000,3668000,36000,268000,3698000,None,268000,None,-295000,None,12290000,31284000,36957000,5673000,1784000,12918000,3889000,None,25795000,None,-1723000,None,1723000,38680000,409000,3792000,3950000,12028000,-262000,1723000,12290000,12290000,13751000,17701000
MSEX,2018-06-30,USD,729744000,31059000,2673000,2673000,4826000,19755000,103309000,590078000,None,None,None,None,None,None,None,3805000,435000,425611000,81575000,16413000,None,7236000,46236000,327343000,None,151276000,7236000,142129000,151276000,1993000,1250000,238510000,None,79826000,156251000,16392000,10242000,878000,None,4363000,3523000,4022000,18366000,1041000,671000,8675000,-18366000,11182000,11500000,None,0,0,3702000,3666000,36000,310000,3274000,None,310000,None,3058000,None,8675000,27628000,32818000,5190000,1553000,10721000,3637000,None,24198000,None,-2068000,None,2068000,34886000,571000,3736000,4022000,9438000,763000,2068000,8675000,8675000,11506000,15528000
MSEX,2018-03-31,USD,705002000,25163000,1994000,1994000,4155000,16962000,100862000,573891000,None,None,None,None,None,None,None,2052000,148000,408712000,64026000,11014000,None,6982000,34482000,327624000,None,149005000,6982000,140061000,149005000,2459000,1250000,232867000,None,74854000,155580000,16358000,8981000,1833000,None,-909000,-1132000,3771000,10011000,-815000,37000,4494000,-10011000,-2595000,-500000,None,0,0,3695000,3659000,36000,286000,2293000,None,286000,None,-3625000,None,4494000,24703000,30005000,5302000,1818000,6350000,3484000,None,24827000,None,-1138000,None,1138000,31143000,297000,3609000,3771000,5676000,1182000,1138000,4494000,4494000,6814000,10585000
NCTY,2021-06-30,CNY,776838247,536218439,74891821,74891821,None,None,240619808,None,None,None,None,None,None,32125436,0,457523735,None,470848546,467749986,None,None,None,64525466,3098560,4007170,None,63616856,None,67624026,354451686,None,322286612,None,-3983130692,50657369,760787147,-131977116,None,None,None,None,8079021,21648342,None,-122017,None,-47127147,583826413,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-46985966,None
NCTY,2021-03-31,CNY,1310318375,1050511405,428420773,428420773,None,None,259806970,None,None,None,None,None,None,73915119,800000,555268038,None,546862815,544295473,None,None,None,97155115,2567342,6874080,None,92848377,None,99722457,386752179,None,776470952,None,-3403462176,46177573,595013405,-131977116,None,None,None,None,8079021,21648342,None,-122017,None,-47127147,583826413,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-46985966,None
NCTY,2020-12-31,CNY,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,555268038,None,None,None,None,None,None,None,None,None,None,None,None,None,372392382,None,None,None,None,None,None,-22027051,None,None,None,None,94264,179787,None,-10187056,None,-2859895,10421432,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3582549,None,None,None,-26734331,None
NCTY,2020-09-30,CNY,1307556141,1094600115,839202936,839202936,None,None,212956026,177963957,None,None,None,None,None,34992069,None,242189726,None,450106641,450106641,None,None,None,67525382,0,4483227,None,63042155,None,67525382,364666611,None,868317807,None,-3118000119,39011137,580596665,-22027051,None,None,None,None,94264,179787,None,-10187056,None,-2859895,10421432,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3582549,None,None,None,-26734331,None
NCTY,2020-06-30,USD,None,1094600115,None,None,None,None,None,177963957,None,None,None,None,None,None,None,242189726,None,None,450106641,None,None,None,None,None,None,None,None,None,None,354106879,None,None,None,-3110673559,39011137,None,-10174999,None,None,None,None,129627,179787,None,399069,None,221991499,-187269231,None,None,None,None,None,None,None,None,None,None,None,None,None,None,224917643,-388532,232863,621395,621395,-29262567,28828595,59119,621395,None,None,None,3747901,None,None,None,None,223901412,3582549,None,None,None,223901412,221169742
NCTY,2020-03-31,CNY,48441307,42315115,31696237,31696237,None,None,6126192,6126192,None,None,None,None,None,0,None,8102708,None,715883834,364372791,None,None,None,3787210,351511043,6251705,None,None,None,6251705,285682749,None,-287718247,None,-2992227421,18097801,264663535,-31099576,None,None,None,None,129627,179787,None,399069,None,221991499,-165764530,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-388532,232863,None,None,None,28828595,None,None,None,None,None,None,None,None,None,None,None,3582549,None,None,None,-29262567,None
NCTY,2019-12-31,USD,None,42315115,None,None,None,None,None,6126192,None,None,None,None,None,None,None,3871543,None,None,364372791,None,None,None,None,None,None,None,None,None,None,281512956,None,None,None,-2984900861,18097801,None,-10174999,None,None,None,None,None,0,None,None,None,221991499,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-160633680,-1137040,90170,1227210,1227210,-130579380,81650260,4432520,129442340,None,None,10076350,10076350,None,None,None,None,-145104590,None,None,None,None,-145104590,-170710030
NCTY,2019-09-30,CNY,94896688,80580745,57942855,57942855,None,None,14315943,7800743,None,None,None,None,None,0,None,21160131,None,876967668,523707555,None,None,None,126353631,353260113,7353432,None,87816264,None,130567196,318354308,None,-386893653,None,-3027414470,11500858,128530550,-10174999,None,None,None,None,None,0,None,None,None,221991499,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,136270,251330,115060,115060,None,34331260,None,41730710,None,None,None,None,None,None,None,None,None,None,None,None,None,-44452270,None
NCTY,2019-06-30,USD,None,80580745,None,None,None,None,None,7800743,None,None,None,None,None,None,None,8819113,None,None,523707555,None,None,None,None,None,None,None,None,None,None,282446213,None,None,None,-3020087910,11500858,None,0,None,None,None,None,0,0,0,0,None,0,0,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-29989090,136270,251330,115060,115060,-41594440,34331260,8658010,41730710,None,None,14463180,14463180,None,0,None,None,-48216890,0,None,-0.75,None,-48216890,-44452270
NCTY,2019-03-31,USD,181459156,154467831,10113141,10113141,None,None,26991325,10476125,None,None,None,None,None,10000000,None,140746776,None,1413380848,1058082595,None,None,None,535061667,355298253,9659375,None,531653997,None,541313372,387780881,None,-839039915,None,-3410856231,7969808,128530550,0,None,None,None,None,0,0,0,0,None,0,0,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-205930670,-1099120,6971770,8070890,8070890,-84707160,62376750,12383430,83608040,None,None,None,74471260,None,0,None,None,-151402940,0,None,-0.91,None,-0.77,-280401930
NCTY,2018-12-31,CNY,None,154467831,None,None,None,None,None,10476125,None,None,None,None,None,None,None,139070634,None,None,1058082595,None,None,None,None,None,None,None,None,None,None,388224015,None,None,None,-3382784249,7969808,None,0,None,None,None,None,0,0,0,0,None,0,0,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-205930670,-1099120,6971770,8070890,8070890,-84707160,62376750,12383430,83608040,None,None,74471260,74471260,None,0,None,None,-151402940,0,None,-2.23,None,-151402940,-280401930
NCTY,2018-09-30,USD,195287583,31803059,2088077,2088077,0,None,163484524,16662523,0,61629201,61629201,0,None,44304100,0,23637709,None,1330498086,981451538,None,None,None,538819799,349046548,0,0,538819799,None,538819799,362914663,0,-753087193,0,-3273547350,6924074,84283460,0,None,None,None,None,0,0,0,0,None,0,0,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-2.35,-0.02,0.10,0.12,0.12,-1.11,0.92,0.18,1.21,None,None,None,0.79,None,0,None,None,-2.26,0,None,-2.26,None,-1.11,None
NCTY,2018-06-30,USD,164687440,33014021,4256449,4256449,0,None,131673419,16662523,0,62589656,62589656,0,None,1.60,0,23637709,None,1249498306,908423767,None,None,None,487718523,341074539,0,0,14.18,None,487718523,302314856,0,-27.26,0,-3233061063,6924074,109171990,0,None,None,None,None,0,0,0,0,None,0,0,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-52081030,2095390,10460090,8364700,8364700,-29220660,29532400,12171880,31316050,None,None,48191490,48191490,None,0,None,None,-83588970,0,None,-6389937.91,None,-83588970,-100272520
NCTY,2018-03-31,USD,164687440,33014021,4256449,4256449,0,None,131673419,17352450,0,62589656,62589656,0,None,1.31,0,20508754,None,1249498306,908423767,None,None,None,487718523,341074539,0,0,11.80,None,487718523,339929426,0,-711621914,0,-3233061063,6502658,109171990,0,None,None,None,None,0,0,0,0,None,0,0,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-48954266,2095390,10460090,8364700,8364700,-19748182,29532400,6085938,31316050,None,None,None,25555263,None,0,None,None,-42608106,0,None,-42608106,None,-100272520,None
NCTY,2017-12-31,USD,4.84,0.97,0.13,0.13,0,None,0,2526233.46,0,1.84,1.84,0,None,1.33,0,0.55,None,26.69,26.69,None,None,None,0,0,0,0,11.95,None,0,8.57,0,-20.91,0,-466594226.30,946681.13,0,-13317297.86,None,None,None,None,814400.39,10758.14,None,378496.17,None,3824826.72,1041080.73,None,None,None,None,0,0,None,None,None,None,472013.92,None,None,None,-25753050,43630050,57389300,13759250,13759250,-30753150,44979920,20468040,74383200,None,None,13158650,13158650,None,0,None,None,-46816750,0,None,144873.35,None,-46816750,-38911700
NCTY,2017-09-30,USD,248925103,110230481,53022194,53022194,0,None,138694622,18845650,0,63550110,63550110,0,None,7465306.84,0,50313014,None,1172235801,846008573,None,None,None,422789236,326227228,0,0,46972377.47,None,422789236,337808148,0,-564410014,0,-3090963986,3555409,15057530,0,None,None,None,None,0,0,None,0,None,0,0,None,None,None,None,0,0,None,None,None,None,0,None,None,None,-1935330.21,5736450,15759260,10022810,10022810,-1626525.39,72934730,1538164.25,97403190,None,None,None,3093756.27,None,None,None,None,921863.11,0,None,921863.11,None,-188334490,None
NCTY,2017-06-30,USD,248925103,110230481,53022194,53022194,0,None,0,18845645,0,63550111,63550111,0,None,49778666,0,50313014,None,846008573,846008573,None,None,None,0,0,0,0,313211813,None,None,299371756,0,-564410014,0,-3062892004,3555409,9955500,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-149539030,5736450,15759260,10022810,10022810,-91666740,72934730,24644350,97403190,None,None,None,38795460,None,0,None,None,-122887670,0,None,9169870.96,None,-122887670,-188334490
NCTY,2017-03-31,USD,323109178,183112382,142624020,142624020,0,None,139996796,20721250,0,64510566,64510566,0,None,1139509.01,0,31405543,None,1125460018,819445350,None,None,None,369306389,306014668,0,0,6901447.43,None,369306389,358159487,0,-473797736,0,-3015968137,3328852,14312470,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-74769516,2868228,7879631,5011403,5011403,-45833371,36467363,12322176,53713002,None,None,None,21377102,None,None,None,None,-62179978,0,None,-62179978,None,-45833371,None
NCTY,2016-12-31,USD,48563017.10,27521625.33,21436261.16,21436261.16,0,None,None,3114385.43,None,9695879.70,9695879.70,0,None,7250963.12,0,4980610.51,None,123161894.67,123161894.67,None,None,None,43915528.90,None,None,0,43915528.90,None,None,46599000.96,None,-71211371.03,0,-449078088.65,500323.44,1399700,-180985721,None,None,None,None,17469276,247000,None,-8187039,None,-10395158,27379000,None,None,None,None,None,None,None,None,None,None,457929,None,None,None,-558363886,1165791,4635000,2724000,2724000,-159810870,18141000,4639000,199403894,None,None,None,44772653,None,None,None,None,-563855633,-3039641,None,-560815992,None,-159810870,None
NCTY,2016-09-30,USD,301217049,48962090,3438289,3438289,0,None,252254959,517630.40,0,65471021,65471021,0,None,23055170.55,0,21085315,None,836408110,567969212,None,None,None,80071079,268438898,0,5839490.33,51395829.02,None,348509977,406734369,0,-448794191,0,-3011581354,1931642,7971830,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-118307891,6514716,13147262,5827547,5827547,-56629775,33337075,10488969,73236037,None,None,None,11698956,None,None,None,None,-109313594,-3039641,None,-106273953,None,-56629775,None
NCTY,2016-06-30,USD,350891994,88038216,38878076,38878076,None,None,262853778,23795130,None,66431476,66431476,None,None,156334806,None,20710881,None,806175318,573749023,None,None,None,107517367,232426295,None,268438898,348509977,None,339943662,386274966,None,-339616808,None,-2897802287,1931642,5405200,-175586790,None,None,None,None,30700409,1643000,None,-164787,None,-208995837,39819000,None,None,None,None,None,None,None,None,None,None,604789,None,None,None,0,0,3459000,4264000,4264000,0,14745000,6594000,0,None,None,None,0,None,None,None,None,0,0,None,0,None,0,None
NDAQ,2022-12-31,USD,20868000000,8604000000,502000000,683000000,None,677000000,12657000000,532000000,559000000,10680000000,2581000000,8099000000,571000000,390000000,181000000,201000000,608000000,14704000000,8835000000,None,805000000,664000000,664000000,5869000000,452000000,4735000000,664000000,4735000000,5399000000,122000000,226000000,6151000000,515000000,7207000000,5000000,491592491,494000000,52000000,None,-112000000,-25000000,-11000000,34000000,32000000,None,240000000,74000000,-3239000000,1246000000,0,0,None,98000000,98000000,None,0,-2000000,None,0,None,-2671000000,None,241000000,907000000,1582000000,675000000,928000000,349000000,51000000,None,558000000,4000000,-33000000,4000000,33000000,1582000000,-6000000,None,63000000,323000000,82000000,33000000,240000000,342000000,356000000,419000000
NDAQ,2022-09-30,USD,22941000000,10851000000,301000000,430000000,None,638000000,12474000000,518000000,None,10529000000,2583000000,7946000000,513000000,384000000,129000000,225000000,595000000,17057000000,11335000000,None,925000000,799000000,799000000,5722000000,456000000,4573000000,799000000,4573000000,5372000000,158000000,223000000,5875000000,510000000,7064000000,5000000,491234455,232000000,42000000,None,-88000000,-22000000,38000000,41000000,-6000000,None,294000000,219000000,1572000000,193000000,0,0,None,99000000,99000000,None,0,0,None,0,None,2023000000,None,294000000,890000000,1557000000,667000000,916000000,398000000,48000000,None,492000000,2000000,-32000000,2000000,32000000,1557000000,6000000,None,63000000,382000000,88000000,32000000,294000000,107000000,414000000,477000000
NDAQ,2022-06-30,USD,22596000000,10218000000,454000000,615000000,None,652000000,12755000000,514000000,None,10821000000,2670000000,8151000000,538000000,377000000,161000000,233000000,581000000,16745000000,10871000000,None,1140000000,1020000000,1020000000,5874000000,470000000,4696000000,1020000000,4696000000,5716000000,140000000,244000000,5842000000,509000000,6869000000,2000000,163734534,375000000,56000000,None,-137000000,25000000,39000000,42000000,36000000,None,307000000,146000000,2335000000,1654000000,0,0,None,97000000,97000000,None,0,0,None,0,None,2856000000,None,307000000,893000000,1552000000,659000000,906000000,412000000,45000000,None,481000000,None,-32000000,None,32000000,1552000000,8000000,None,65000000,397000000,90000000,32000000,307000000,72000000,429000000,494000000
NDAQ,2022-03-31,USD,20823000000,8178000000,486000000,711000000,None,621000000,13014000000,511000000,None,11089000000,2751000000,8338000000,594000000,369000000,225000000,245000000,575000000,14801000000,8851000000,None,1354000000,1098000000,1098000000,5950000000,478000000,4800000000,1098000000,4800000000,5898000000,157000000,241000000,6013000000,489000000,6660000000,2000000,164488485,605000000,32000000,None,327000000,25000000,40000000,35000000,39000000,None,283000000,-390000000,368000000,830000000,0,0,None,89000000,89000000,None,0,541000000,None,0,None,583000000,None,284000000,892000000,1535000000,643000000,897000000,405000000,31000000,None,487000000,None,-32000000,None,32000000,1535000000,-6000000,None,67000000,375000000,91000000,32000000,283000000,201000000,407000000,474000000
